created,type,artist,timestamp,shabadID,description,link
1701296231,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:20,,Sdo katha. Only naam. No sewa,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701296335,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:25,,This whole thing is har ke naam bin arti katha,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701296498,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:52,,ਇਕੁ ਤਿਲੁ. ਨਹੀ ਵਿਸਰੈ ਪ੍ਰਾਨ ਆਧਾਰਾ ਜਪਿ ਜਪਿ ਨਾਨਕ. ਜੀਵਤੇ ॥੩॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701296700,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:15,,ਹਰਿ ਬਿਨੁ. ਸਭੁ ਕਿਛੁ ਮੈਲਾ. ਸੰਤਹੁ ਕਿਆ ਹਉ ਪੂਜ ਚੜਾਈ ॥੨॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701296961,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:00,,ਹਰਿ ਕੀ ਟਹਲ ਕਮਾਵਣੀ ਜਪੀਐ ਪ੍ਰਭ ਕਾ ਨਾਮੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701297158,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:23:14,1591,alakh lakhaiaa. gur te paiaa naanaka. ih har kaa chol(h)aa ||3||5||145||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701297234,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:34,,ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ japho praniyoo ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701298526,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:28:23,3185,jan naanaka. sach araadhiaa gurmukh sukh paiee ||5||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701547186,random,Bhai Harpreet Singh Ji Toronto,00:01:00,4818,"hau tumaree karau, nit aas prabh mohi. kab gal laavahige ||1|| rahaau ||",https://akj.media/Media/Keertan/Vancouver/2020/011_Vancouver_Aug2020_SatE_RSK_BhaiHarpreetSinghJeeToronto.mp3
1701548124,random,Bhai Harpreet Singh Ji Toronto,00:16:34,4576,prabh mere preetam praan piaare ||,https://akj.media/Media/Keertan/Vancouver/2020/011_Vancouver_Aug2020_SatE_RSK_BhaiHarpreetSinghJeeToronto.mp3
1701548442,random,Bhai Harpreet Singh Ji Toronto,00:25:05,4576,simarau charan tuhaare preetam ridhai tuhaaree aasaa ||,https://akj.media/Media/Keertan/Vancouver/2020/011_Vancouver_Aug2020_SatE_RSK_BhaiHarpreetSinghJeeToronto.mp3
1701548970,random,Bhai Harpreet Singh Ji Toronto,00:32:00,2164,gun gaavaa. nit nit sadh har ke man jeevai naam sun teraa ||,https://akj.media/Media/Keertan/Vancouver/2020/011_Vancouver_Aug2020_SatE_RSK_BhaiHarpreetSinghJeeToronto.mp3
1701660855,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:07,,ਕੂੜ ਨਿਖੁਟੇ ਨਾਨਕਾ ਓੜਕਿ ਸਚਿ ਰਹੀ ॥੨॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701660901,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:19,4186,tum(h) saach dhiaavahu mugadh manaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701661103,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:00,5315,fareedhaa. rut firee van ka(n)biaa pat jhaRe jhaR paeh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701661491,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:00,,ਏ ਸਰੀਰਾ ਮੇਰਿਆ. ਇਸੁ ਜਗ ਮਹਿ ਆਇ ਕੈ ਕਿਆ ਤੁਧੁ ਕਰਮ ਕਮਾਇਆ ॥ ਕਿ ਕਰਮ ਕਮਾਇਆ. ਤੁਧੁ ਸਰੀਰਾ ਜਾ ਤੂ. ਜਗ ਮਹਿ ਆਇਆ ॥ ਜਿਨਿ ਹਰਿ ਤੇਰਾ ਰਚਨੁ ਰਚਿਆ ਸੋ ਹਰਿ ਮਨਿ. ਨ ਵਸਾਇਆ ॥ ਗੁਰ ਪਰਸਾਦੀ ਹਰਿ ਮੰਨਿ ਵਸਿਆ ਪੂਰਬਿ ਲਿਖਿਆ ਪਾਇਆ ॥ ਕਹੈ ਨਾਨਕੁ. ਏਹੁ ਸਰੀਰੁ ਪਰਵਾਣੁ ਹੋਆ ਜਿਨਿ ਸਤਿਗੁਰ ਸਿਉ ਚਿਤੁ ਲਾਇਆ ॥੩੫॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/040 MGA SDO 1040 smpk 38.m4a
1701661611,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:20,518,raam hama. satigur paarabraham kar maane ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701713983,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:00,,ਬਚਨੁ ਗੁਰੂ ਜੋ ਪੂਰੈ ਕਹਿਓ ਮੈ ਛੀਕਿ ਗਾਂਠਰੀ ਬਾਧਾ ॥੧॥ ਰਹਾਉ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701714008,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:00,5545,naam rahio. saadhoo rahio rahio gur gobi(n)dh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701714147,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:05,,ਐਸਾ ਅੰਮ੍ਰਿਤੁ ਅੰਤਰਿ ਡੀਠਾ ॥ SDO KATHA. No naam we do now ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701714469,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:50,2281,man re. thir rahu mat kat jaahee jeeau ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701715077,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:40,1473,aan rasaa sabh hochhe re ||1|| rahaau ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701806682,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:24,,ਜਿਤਨੇ ਰਸ ਅਨ ਰਸ. ਹਮ ਦੇਖੇ ਸਭ ਤਿਤਨੇ ਫੀਕ ਫੀਕਾਨੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701806966,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:10,607,aucharahu raam naam lakh baaree ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701807012,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:30,4148,sura(n)g ra(n)geele har har dhiaai ||1|| rahaau ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701807939,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:22,11260,paatisaahaa(n) dhee majalasai piram piaalaa peevan bhaaree |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701808201,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:39:30,4668,jete ras sareer ke tete lageh dhukh ||2||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701808276,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:40:34,11634,"akhee vekh na rajeeaa, bahu ra(n)g tamaase |",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/041 MGA SDO 1041 smpk 39.m4a
1701808568,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,,ਦੇਖਿ ਪਰਾਈਆਂ ਚੰਗੀਆਂ ਮਾਵਾਂ ਭੈਣਾਂ ਧੀਆਂ ਜਾਣੈ ।,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701808598,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:00,4668,roopee bhukha. na utarai jaa(n) dhekhaa(n) taa(n) bhukh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701808618,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:05,11871,lakh kaaman lakh kaavaroo lakh kaamaniaaree |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701808731,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:31,,Sdo katha. SINGHS good characters. Mughal account ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701877421,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:26,,Gaal to mother  maa ਜਿਨ ਹਰਿ ਹਿਰਦੈ ਨਾਮੁ. ਨ ਬਸਿਓ ਤਿਨ ਮਾਤ ਕੀਜੈ ਹਰਿ. ਬਾਂਝਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701877542,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:47,518,jitane ras an rasa. ham dhekhe sabh titane feek feekaane ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701877626,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:13,1473,har ras peevai alamasat matavaaraa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701877719,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:07,1241,a(n)mrit naam nidhaan hai mil peevahu bhaiee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701877883,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:55,4823,"giaan dhiaan maan dhaan man rasika, rasan naam japat teh paap kha(n)ddalee ||1||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701878103,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:26,,SDO KATHA. Naam khandali of paap,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701878263,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:00,,ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ japho praniyo. So much confidence,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701878698,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:26,,ਰਾਜ ਲੀਲਾ ਤੇਰੈ ਨਾਮਿ ਬਨਾਈ ॥ ਜੋਗੁ ਬਨਿਆ ਤੇਰਾ ਕੀਰਤਨੁ ਗਾਈ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/042 MGA SDO 1042 smpk 40.m4a
1701879139,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2912,too Thaakuro bairaagaro mai jehee ghan cheree raam ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701879816,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:08,1730,teraa a(n)tu. na jaiee lakhiaa ||1|| rahaau ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701880119,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:10,506,aaisaa meraa raam rahiaa bharapoor ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701906738,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:50,1379,so dhar teraa kehaa. so ghar kehaa jit beh sarab sam(h)aale ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701906900,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:00,,Rest of Rehrass,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701906976,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:20,43,"har ke jana, satigur satapurakhaa binau karau gur paas ||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907095,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:45,44,mere maadhau jee satasa(n)gat mile. su tariaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907262,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:55,, ਮੇਰਾ ਮਨੁ ਸਾਧ ਜਨਾਂ ਮਿਲਿ ਹਰਿਆ ॥ Dhan guru pyare,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907358,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:52,,ਗੁਰਦੇਵ ਮਾਤਾ. ਗੁਰਦੇਵ ਪਿਤਾ ਗੁਰਦੇਵ ਸੁਆਮੀ ਪਰਮੇਸੁਰਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907446,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:18,,ਬਿਨੁ ਸੰਗਤੀ. ਸਭਿ ਐਸੇ ਰਹਹਿ ਜੈਸੇ ਪਸੁ ਢੋਰ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907682,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:47,11788,SDO KATHA. vaReeaai kajal koThaRee muh kaalakh bhareeaai |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907819,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:20,1641,e mana. rooR(h)e ra(n)gule too(n) sachaa ra(n)g chaRai ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907942,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:30,,ਤੇਰਾ ਏਕੋ ਨਾਮੁ ਮੰਜੀਠੜਾ ਰਤਾ ਮੇਰਾ ਚੋਲਾ. ਸਦ ਰੰਗ ਢੋਲਾ ॥੧॥ ਰਹਾਉ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701907990,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:19,,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701908205,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:40:15,48,janam birathaa jaat ra(n)g maiaa kai ||1|| rahaau ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701908516,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:44:09,,ਨਕਟੀ ਕੋ ਠਨਗਨੁ ਬਾਡਾ ਡੂੰ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701908573,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:44:25,,ਇਹ ਠਗਵਾਰੀ ਬਹੁਤੁ ਘਰ ਗਾਲੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/043 MGA SDO 1043 smpk 41.m4a
1701908692,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,,Dont drink ਜਿਤੁ ਪੀਤੈ ਖਸਮੁ ਵਿਸਰੈ ਦਰਗਹ ਮਿਲੈ ਸਜਾਇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1701908766,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:00,1780,eikat patar bhar urakaT kurakaT ikat patar bhar paanee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1702513349,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:00,4140,keh kabeera. jis udhar tis maiaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1702513420,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:48,11004,Rehrass. hamaree karo haath dhai ra'chhaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1702513728,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:30,3239,mat ko bharam bhulai. sa(n)saar ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098243,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:27:16,,SDO Katha Murti. Gur Ki Murat man meh dhian,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098336,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:40,,ਤੇਰਾ ਕਵਣੁ ਗੁਰੂ ਜਿਸ ਕਾ ਤੂ ਚੇਲਾ ॥ -> ਸਬਦੁ ਗੁਰੂ ਸੁਰਤਿ ਧੁਨਿ ਚੇਲਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098398,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:50,,ਧੁਨਿ ਮਹਿ ਧਿਆਨੁ. ਧਿਆਨ ਮਹਿ ਜਾਨਿਆ ਗੁਰਮੁਖਿ ਅਕਥ ਕਹਾਨੀ ॥੩॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098565,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:09,,ਵਾਹਿਗੁਰੂ gurshabad hai satsang biloyee,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098626,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:39,,ਸਤਿਗੁਰੁ ਮੇਰਾ ਸਦਾ ਸਦਾ ਨਾ ਆਵੈ. ਨਾ ਜਾਇ ॥ ਓਹੁ ਅਬਿਨਾਸੀ ਪੁਰਖੁ ਹੈ ਸਭ ਮਹਿ ਰਹਿਆ ਸਮਾਇ ॥੧੩॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098653,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:35,,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098711,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:49,,SDO Katha. kamal in Naabi (naval). Gotta flip it,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098840,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:39:09,2518,sa(n)tahu man pavanai sukh baniaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703098907,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:41:00,,SDO Katha. The Holes the Guru Covers. ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/044 MGA SDO 1044 smpk 42.m4a
1703099084,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,11833,Need of Guru. gha(n)T ghaRaiaa choohiaa(n) gal bilee paieeaai |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099146,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:04,3239,kahu naanak prabh ihai janaiee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099196,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:26,,SDO Katha. Dhan Guru Gobind Singh Sahib. Dhan 5 Panj. Panth Parkash,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099290,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:25,,ਜੜੀ ਬੂਟੀ ਜੇ ਜੀਵੀਐ ਕਿਉ ਮਰੈ ਧਨੰਤਰੁ ।,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099351,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:26,,SDO Katha. Bhai Taru Singh Sakhi. Panth Parkash,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099448,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:06,11832,jaRee booTee je jeeveeaai kiau marai dhana(n)tar |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099584,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:50,11831,milai j teerath naatiaa(n) ddaddaa(n) jal vaasee |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099650,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:17,11830,sir talavaae paieeaai chamagidhaR joohai |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099708,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:17:28,,SDO Katha. Santhoksar yogi mukti. P5,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099824,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:25,1998,naanaka. satigur bheTiaai pooree hovai jugat ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099937,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:15,,ਗੁਰੁ ਪੂਰਾ. ਜਿਨ ਸਿਮਰਿਆ ਸੇਈ ਭਏ ਨਿਹਾਲ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703099979,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:57,748,har siau jurai ta sabh ko meet ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/045 MGA SDO 1045 smpk 43.m4a
1703363572,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:15,,ਇਕਿ ਖੜੇ ਕਰਹਿ ਤੇਰੀ ਚਾਕਰੀ ਵਿਣੁ ਨਾਵੈ. ਹੋਰੁ ਨ ਭਾਇਆ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1703363607,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:48,,ਹਰਿ ਕੀ ਟਹਲ ਕਮਾਵਣੀ ਜਪੀਐ ਪ੍ਰਭ ਕਾ ਨਾਮੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1703363636,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:25,748,jaa kai dhafatar puchhai na lekhaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704292909,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:08,,ਸਚੀ ਤੇਰੀ ਕਾਰ ਦੇਹਿ ਦਇਆਲ ਤੂੰ ॥ ਹਉ ਜੀਵਾ ਤੁਧੁ ਸਾਲਾਹਿ ਮੈ ਟੇਕ ਅਧਾਰੁ ਤੂੰ ॥੨॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704293256,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:23,,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704293291,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:00,1832,har meree preeti. reet hai har meree har meree. kathaa kahaanee jee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
