created,type,artist,timestamp,shabadID,description,link
1704293409,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:25,,ਹਰਿ ਕੀ ਟਹਲ ਕਮਾਵਣੀ ਜਪੀਐ ਪ੍ਰਭ ਕਾ ਨਾਮੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704293445,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:40,1163,gur satigur kaa jo sikh akhaae su bhalake uThi. har naam dhiaavai ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704293538,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:00,6303,paa(n)i gahe jab te tumare tab te kouoo aa(n)kh tare nahee(n) aanayo ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704293673,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:03,,ਪੰਡਿਤੁ ਸਾਸਤ ਸਿਮ੍ਰਿਤਿ ਪੜਿਆ ॥ ਜੋਗੀ ਗੋਰਖੁ ਗੋਰਖੁ ਕਰਿਆ ॥ ਮੈ ਮੂਰਖ ਹਰਿ ਹਰਿ ਜਪੁ ਪੜਿਆ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704294129,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:28:51,,ਇਕਿ ਖੜੇ ਕਰਹਿ ਤੇਰੀ ਚਾਕਰੀ ਵਿਣੁ ਨਾਵੈ. ਹੋਰੁ ਨ ਭਾਇਆ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704294247,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:47,,ਅਠੇ ਪਹਰ ਇਕਤੈ ਲਿਵੈ ਮੰਨੇਨਿ ਹੁਕਮੁ ਅਪਾਰੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704294534,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:40,245,so aaisaa har naamu. dhiaaieeaai man mere jo sabhanaa upar hukam chalaae ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704295415,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:40,3537,kaahe man too ddolataa har manasaa pooranahaar ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704490281,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:35:00,,SDO KATHA. Dhan guru teghbhadur. P9 baba bakala sahib,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704490477,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:07,3185,jan naanaka. sach araadhiaa gurmukh sukh paiee ||5||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704490588,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:45,,ਵਾਹੁ ਖਸਮ ਤੂ ਵਾਹੁ ਜਿਨਿ ਰਚਿ ਰਚਨਾ ਹਮ ਕੀਏ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/046 MGA SDO 1046 smpk 44.m4a
1704490708,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,3084,Bh Jeevan s. dhaas tere kee benatee ridh kar paragaas ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706218300,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:17:50,11252,aae sa(n)t paraahune keeratan hoaa rain sabaiee |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706218408,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:03,2911,gobi(n)dh gun gaavan laage ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706218790,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:35,,ਠਾਕੁਰੁ ਗਾਈਐ ਆਤਮ ਰੰਗਿ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706422988,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:00,,ਸੇ ਜਨ ਜਾਗੇ ਜਿਨ ਨਾਮ ਪਿਆਰਿ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706423169,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:21,,ਉਪਦੇਸੁ ਜਿ ਦਿਤਾ ਸਤਿਗੁਰੂ ਸੋ ਸੁਣਿਆ ਸਿਖੀ ਕੰਨੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706423325,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:00,,Katha fictional if baba budha ji and gurmantar,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706423397,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:20,8,suniaai sidh peer sur naath ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706423682,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:41:35,3802,gur te giaan paiaa at khaRag karaaraa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706747911,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:43:44,,SDO Katha. Chant takes efforts. Rest He do,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/047 MGA SDO 1047 smpk 45.m4a
1706747985,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,492,se jan jaage jin naam piaar ||1||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706748095,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:42,1485,bhram meh soiee sagal jagat dha(n)dh a(n)dh || kouoo jaagai har jan ||1||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706748954,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:14,5545,naam rahio. saadhoo rahio rahio gur gobi(n)dh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706829929,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:49,2746,hamaarai ekai haree haree ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706830237,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:55,,SDO KATHA P9. Guru teghbadur sahib ji baba bakala sahib time,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706830281,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:23,,ਜਪਹੁ ਤ ਏਕੋ ਨਾਮਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706831082,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:00,,ਹਰਿ ਆਰਾਧਿ ਨ ਜਾਨਾ ਰੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706831160,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:17:18,,SDO KATHA went to Calgary Christ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706831521,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:10,,SDO KATHA. NAAM to be sadhu,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706831635,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:27:20,3072,charan kamal gur ke japat har jap hau jeevaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706832169,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:37:30,,KATHA. Detroit. No desh Bhagat. International ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706832689,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:42:25,,ਜਿਥੈ ਨਾਮੁ ਜਪੀਐ ਪ੍ਰਭ ਪਿਆਰੇ ॥   ਸੇ ਅਸਥਲ ਸੋਇਨ ਚਉਬਾਰੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706833369,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:44:20,4384,maiee ree maatee charan samooh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/048 MGA SDO 1048 smpk 46.m4a
1706833389,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4384,maiee ree maatee charan samooh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1706979571,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:40,3072,charan kamal gur ke japat har jap hau jeevaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1706979737,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:22,1485,charan kamal aanoop har sa(n)t ma(n)t || kouoo laagai saadhoo ||3||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1706979810,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:31,,ਸਾਧੋ ਇਹੁ ਜਗੁ ਭਰਮ ਭੁਲਾਨਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1706979930,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:17,,ਸੋ ਸਤਿਗੁਰੁ ਧਨੁ ਧੰਨੁ ਜਿਨਿ ਭਰਮ ਗੜੁ ਤੋੜਿਆ ॥     ਸੋ ਸਤਿਗੁਰੁ ਵਾਹੁ ਵਾਹੁ ਜਿਨਿ ਹਰਿ ਸਿਉ ਜੋੜਿਆ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1706979990,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:36,3998,What is bharam? e man meriaa too chhodd aal ja(n)jaalaa. raam ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707095528,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:26,4743,saas saas dhiaavahu mukhu. nahee morai ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707095633,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:30,,Katha. Mechanical repetition ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707095907,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:30,,Bhagat trilochan is Guru katha,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707159981,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:38,,In charge of construction. Guru Nanak name. Katha,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707181315,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:55,,ਸਭਨਾ ਉਪਾਵਾ ਸਿਰਿ ਉਪਾਉ ਹੈ ਹਰਿ ਨਾਮੁ ਪਰਾਪਤਿ ਹੋਇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707181372,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:20,,ਨਾਨਕ. ਸਤਿਗੁਰ ਵਾਹੁ ਵਾਹੁ ਜਿਸ ਤੇ ਨਾਮੁ ਪਰਾਪਤਿ ਹੋਇ ॥੨॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707181580,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:34:40,,ਸਭਿ ਆਖਹੁ ਸਤਿਗੁਰੁ ਵਾਹੁ ਵਾਹੁ ਜਿਨਿ ਦਾਨੁ ਹਰਿ ਨਾਮੁ ਮੁਖਿ ਦੀਆ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707181713,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:43,,ਸਤਿਗੁਰੁ ਮੇਰਾ ਸਦਾ ਦਇਆਲਾ ਮੋਹਿ ਦੀਨ ਕਉ ਰਾਖਿ ਲੀਆ ॥        ਕਾਟਿਆ ਰੋਗੁ. ਮਹਾ ਸੁਖੁ ਪਾਇਆ ਹਰਿ ਅੰਮ੍ਰਿਤੁ ਮੁਖਿ ਨਾਮੁ ਦੀਆ ॥੧॥ ਰਹਾਉ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707182003,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:41:08,,"ਏ ਮਨ ਪਿਆਰਿਆ ਤੂ ਸਦਾ ਸਚੁ ਸਮਾਲੇ ॥ e man piaariaa too sadhaa sach samaale || O beloved mind, contemplate the True Lord forever. ਏਹੁ ਕੁਟੰਬੁ. ਤੂ ਜਿ ਦੇਖਦਾ ਚਲੈ ਨਾਹੀ. ਤੇਰੈ ਨਾਲੇ ॥ eh kuTa(n)bu. too j dhekhadhaa chalai naahee. terai naale || This family which you see shall not go along with you. ਸਾਥਿ ਤੇਰੈ. ਚਲੈ ਨਾਹੀ ਤਿਸੁ ਨਾਲਿ. ਕਿਉ ਚਿਤੁ ਲਾਈਐ ॥ saath terai. chalai naahee tis naali. kiau chit laieeaai || They shall not go along with you, so why do you focus your attention on them? ਐਸਾ ਕੰਮੁ ਮੂਲੇ. ਨ ਕੀਚੈ ਜਿਤੁ ਅੰਤਿ ਪਛੋਤਾਈਐ ॥ aaisaa ka(n)m moole. na keechai jit a(n)t pachhotaieeaai || Don't do anything that you will regret in the end. ਸਤਿਗੁਰੂ ਕਾ ਉਪਦੇਸੁ ਸੁਣਿ ਤੂ ਹੋਵੈ ਤੇਰੈ ਨਾਲੇ ॥ satiguroo kaa upadhes sun too hovai terai naale || Listen to the Teachings of the True Guru - these shall go along with you. ਕਹੈ ਨਾਨਕੁ. ਮਨ ਪਿਆਰੇ ਤੂ ਸਦਾ ਸਚੁ ਸਮਾਲੇ ॥੧੧॥ kahai naanaku. man piaare too sadhaa sach samaale ||11|| Says Nanak, O beloved mind, contemplate the True Lord forever. ||11",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707182073,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:43:50,,Do everything. Dhan moms. Detachment from inside katha,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/049 MGA SDO 1049 smpk 47.m4a
1707235801,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,4743,saas saas dhiaavahu mukhu. nahee morai ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707235857,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:40,11216,gur sikhee baareek hai sil chaTan fikee |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707235973,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:57,,ਏ ਮਨ ਪਿਆਰਿਆ ਤੂ ਸਦਾ ਸਚੁ ਸਮਾਲੇ ॥ ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236051,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:33,,P3 telling to take Amrit KATHA,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236117,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:54,2594,gur kaa bachan basai jeea naale ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236425,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:40,5545,naam rahio. saadhoo rahio rahio gur gobi(n)dh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236586,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:55,4272,maiee sat sati. sat har sat sati. sat saadhaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236643,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:23,1269,auTha(n)dhiaa baha(n)dhiaa sava(n)dhiaa sukh soi ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236736,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:08,,ਊਠਤ ਬੈਠਤ ਸੋਵਤ ਨਾਮ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236777,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:40,,ਊਠਤ ਬੈਠਤ ਸੋਵਤ ਧਿਆਈਐ ॥  ਮਾਰਗਿ ਚਲਤ ਹਰੇ ਹਰਿ ਗਾਈਐ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707236985,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:35,,"ਜਾ ਬਹਹਿ ਗੁਰਮੁਖਿ ਹਰਿ ਨਾਮੁ ਬੋਲਹਿ ਜਾ ਖੜੇ ਗੁਰਮੁਖਿ ਹਰਿ ਹਰਿ ਕਹਿਆ ॥ When the Gurmukh sits down, he chants the Lord's Name. When the Gurmukh stands up, he chants the Lord's Name, Har, Har.",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707237189,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:11,,ਮਾਈ ਸਤਿ ਸਤਿ. ਸਤਿ ਹਰਿ ਸਤਿ ਸਤਿ. ਸਤਿ ਸਾਧਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707253161,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:23:04,,ਈਤ ਊਤ. ਨਹ ਡੋਲੀਐ ਹਰਿ ਸੇਵਾ ਜਾਗਨਿ ਰਾਮ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707253217,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:50,,Sewa ਹਰਿ ਕੀ ਟਹਲ ਕਮਾਵਣੀ ਜਪੀਐ ਪ੍ਰਭ ਕਾ ਨਾਮੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707450490,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:32,,ਈਤ ਊਤ. ਨਹ ਡੋਲੀਐ ਹਰਿ ਸੇਵਾ ਜਾਗਨਿ ਰਾਮ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707450531,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:11,,ਸੇ ਜਨ ਜਾਗੇ ਜਿਨ ਨਾਮ ਪਿਆਰਿ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707450618,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:12,5293,fareedhaa. raat kathooree va(n)ddeeaai sutiaa milai. na bhaau ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707450725,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:01,1689,bhi(n)nee rainaReeaai chaamakan taare ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707451165,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:33:40,235,har ke sa(n)t sunahu jan bhaiee har satigur kee ik saakhee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707505033,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:41:20,5546,P9. Tat. raam naam ur mai gahio jaa kai sama. nahee koi ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707505198,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:44:06,,ਭਿੰਨੀ ਰੈਨੜੀਐ ਚਾਮਕਨਿ ਤਾਰੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/050 MGA SDO 1050 smpk 48.m4a
1707505325,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:03,,ਹਿਰਦੈ ਹਰਿ ਹਰਿ ਹਰਿ ਧੁਨਿ ਉਪਜੀ ਹਰਿ ਜਪੀਐ ਮਸਤਕਿ ਭਾਗੁ ਜੀਉ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707505414,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:47,3285,aaisaa giaan beechaarai koiee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707505536,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:01:45,,ਸਬਦੁ ਗੁਰੂ ਸੁਰਤਿ ਧੁਨਿ ਚੇਲਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707505622,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:02:35,,ਤੇਰਾ ਕਵਣੁ ਗੁਰੂ ਜਿਸ ਕਾ ਤੂ ਚੇਲਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707505742,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:36,11098,gur moorat kar dhiaan sadhaa hajoor hai |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707505843,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:06:10,,KATHA. no complicated. Shabad surat ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707505972,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:03,1689,bhi(n)nee rainaReeaai chaamakan taare ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506013,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:29,,Katha lava 4. Dhian hirdeya ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506180,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:28,,ਇਕਿ ਖੜੇ ਕਰਹਿ ਤੇਰੀ ਚਾਕਰੀ ਵਿਣੁ ਨਾਵੈ. ਹੋਰੁ ਨ ਭਾਇਆ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506219,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:14,,P3 katha goindval sahib,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506261,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:40,5574,kaahoo lai paahan pooj dharayo sir kaahoo lai li(n)g gare laTakaio ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506388,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:15,,P1 KATHA. Rabab Shabad. ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506482,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:48,,How P1 looks. Active furtilaa. skinny. Pics fake. History.,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506529,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:40,382,hor kaar vekaar hai ik sachee kaarai laiaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506607,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:20,,ਸੇ ਜਨ ਜਾਗੇ ਜਿਨ ਨਾਮ ਪਿਆਰਿ ॥੧॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
